SOC,Title,Element_ID,Element_Name,Category,Description,Data_Value
11-9161.00,"Emergency Management Directors",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",12
11-9161.00,"Emergency Management Directors",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",12
11-9161.00,"Emergency Management Directors",3.A.1,"Related Work Experience",11,"Over 10 years",4
11-9171.00,"Funeral Home Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",8.28
11-9171.00,"Funeral Home Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",54.6
11-9171.00,"Funeral Home Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",24.63
11-9171.00,"Funeral Home Managers",3.A.1,"Related Work Experience",11,"Over 10 years",12.49
11-9179.01,"Fitness and Wellness Coordinators",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",4.17
11-9179.01,"Fitness and Wellness Coordinators",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",25
11-9179.01,"Fitness and Wellness Coordinators",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",33.33
11-9179.01,"Fitness and Wellness Coordinators",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",29.17
11-9179.01,"Fitness and Wellness Coordinators",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",4.17
11-9179.01,"Fitness and Wellness Coordinators",3.A.1,"Related Work Experience",11,"Over 10 years",4.17
11-9179.02,"Spa Managers",3.A.1,"Related Work Experience",1,None,0.05
11-9179.02,"Spa Managers",3.A.1,"Related Work Experience",3,"Over 1 month, up to and including 3 months",13.04
11-9179.02,"Spa Managers",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",0.72
11-9179.02,"Spa Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",2.93
11-9179.02,"Spa Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",5.98
11-9179.02,"Spa Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",41.46
11-9179.02,"Spa Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",30.13
11-9179.02,"Spa Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",0.47
11-9179.02,"Spa Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",5.21
11-9199.01,"Regulatory Affairs Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",3.57
11-9199.01,"Regulatory Affairs Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",32.14
11-9199.01,"Regulatory Affairs Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",32.14
11-9199.01,"Regulatory Affairs Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",10.71
11-9199.01,"Regulatory Affairs Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",14.29
11-9199.01,"Regulatory Affairs Managers",3.A.1,"Related Work Experience",11,"Over 10 years",7.14
11-9199.02,"Compliance Managers",3.A.1,"Related Work Experience",1,None,13.44
11-9199.02,"Compliance Managers",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",1.27
11-9199.02,"Compliance Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",9.81
11-9199.02,"Compliance Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",42.56
11-9199.02,"Compliance Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",18.38
11-9199.02,"Compliance Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",4.58
11-9199.02,"Compliance Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",5.02
11-9199.02,"Compliance Managers",3.A.1,"Related Work Experience",11,"Over 10 years",4.94
11-9199.08,"Loss Prevention Managers",3.A.1,"Related Work Experience",3,"Over 1 month, up to and including 3 months",4.55
11-9199.08,"Loss Prevention Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",4.55
11-9199.08,"Loss Prevention Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",27.27
11-9199.08,"Loss Prevention Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",22.73
11-9199.08,"Loss Prevention Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",31.82
11-9199.08,"Loss Prevention Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",4.55
11-9199.08,"Loss Prevention Managers",3.A.1,"Related Work Experience",11,"Over 10 years",4.55
11-9199.09,"Wind Energy Operations Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",25.03
11-9199.09,"Wind Energy Operations Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",9.7
11-9199.09,"Wind Energy Operations Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",38.8
11-9199.09,"Wind Energy Operations Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",4.64
11-9199.09,"Wind Energy Operations Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",2.67
11-9199.09,"Wind Energy Operations Managers",3.A.1,"Related Work Experience",11,"Over 10 years",19.15
11-9199.10,"Wind Energy Development Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",24.41
11-9199.10,"Wind Energy Development Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",14.96
11-9199.10,"Wind Energy Development Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",33.56
11-9199.10,"Wind Energy Development Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",20.15
11-9199.10,"Wind Energy Development Managers",3.A.1,"Related Work Experience",11,"Over 10 years",6.92
11-9199.11,"Brownfield Redevelopment Specialists and Site Managers",3.A.1,"Related Work Experience",1,None,4.55
11-9199.11,"Brownfield Redevelopment Specialists and Site Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",4.55
11-9199.11,"Brownfield Redevelopment Specialists and Site Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",9.09
11-9199.11,"Brownfield Redevelopment Specialists and Site Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",31.82
11-9199.11,"Brownfield Redevelopment Specialists and Site Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",18.18
11-9199.11,"Brownfield Redevelopment Specialists and Site Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",4.55
11-9199.11,"Brownfield Redevelopment Specialists and Site Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",13.64
11-9199.11,"Brownfield Redevelopment Specialists and Site Managers",3.A.1,"Related Work Experience",11,"Over 10 years",13.64
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",3.A.1,"Related Work Experience",3,"Over 1 month, up to and including 3 months",10.3
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",17.63
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",36.61
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",11.52
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",14.25
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",9.69
13-1021.00,"Buyers and Purchasing Agents, Farm Products",3.A.1,"Related Work Experience",1,None,11.27
13-1021.00,"Buyers and Purchasing Agents, Farm Products",3.A.1,"Related Work Experience",3,"Over 1 month, up to and including 3 months",10.11
13-1021.00,"Buyers and Purchasing Agents, Farm Products",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",7.6
13-1021.00,"Buyers and Purchasing Agents, Farm Products",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",13.89
13-1021.00,"Buyers and Purchasing Agents, Farm Products",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",13.91
13-1021.00,"Buyers and Purchasing Agents, Farm Products",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",7.97
13-1021.00,"Buyers and Purchasing Agents, Farm Products",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",1.48
13-1021.00,"Buyers and Purchasing Agents, Farm Products",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",15.67
13-1021.00,"Buyers and Purchasing Agents, Farm Products",3.A.1,"Related Work Experience",11,"Over 10 years",18.09
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",3.A.1,"Related Work Experience",1,None,15.45
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",22.47
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",48.58
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",12.79
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",0.7
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",3.A.1,"Related Work Experience",1,None,9.09
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",4.55
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",27.27
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",45.45
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",9.09
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",3.A.1,"Related Work Experience",11,"Over 10 years",4.55
13-1032.00,"Insurance Appraisers, Auto Damage",3.A.1,"Related Work Experience",1,None,15.94
13-1032.00,"Insurance Appraisers, Auto Damage",3.A.1,"Related Work Experience",2,"Up to and including 1 month",0.74
13-1032.00,"Insurance Appraisers, Auto Damage",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",0.74
13-1032.00,"Insurance Appraisers, Auto Damage",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",15.39
13-1032.00,"Insurance Appraisers, Auto Damage",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",36.05
13-1032.00,"Insurance Appraisers, Auto Damage",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",30.41
13-1032.00,"Insurance Appraisers, Auto Damage",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",0.74
13-1041.01,"Environmental Compliance Inspectors",3.A.1,"Related Work Experience",1,None,25
13-1041.01,"Environmental Compliance Inspectors",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",15
13-1041.01,"Environmental Compliance Inspectors",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",25
13-1041.01,"Environmental Compliance Inspectors",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",10
13-1041.01,"Environmental Compliance Inspectors",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",20
13-1041.01,"Environmental Compliance Inspectors",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",5
13-1041.03,"Equal Opportunity Representatives and Officers",3.A.1,"Related Work Experience",1,None,6.78
13-1041.03,"Equal Opportunity Representatives and Officers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",7.92
13-1041.03,"Equal Opportunity Representatives and Officers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",8.44
13-1041.03,"Equal Opportunity Representatives and Officers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",43.94
13-1041.03,"Equal Opportunity Representatives and Officers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",20.26
13-1041.03,"Equal Opportunity Representatives and Officers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",3.59
13-1041.03,"Equal Opportunity Representatives and Officers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",7.06
13-1041.03,"Equal Opportunity Representatives and Officers",3.A.1,"Related Work Experience",11,"Over 10 years",2.01
13-1041.04,"Government Property Inspectors and Investigators",3.A.1,"Related Work Experience",1,None,11.13
13-1041.04,"Government Property Inspectors and Investigators",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",38.5
13-1041.04,"Government Property Inspectors and Investigators",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",0.94
13-1041.04,"Government Property Inspectors and Investigators",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",16.08
13-1041.04,"Government Property Inspectors and Investigators",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",21.67
13-1041.04,"Government Property Inspectors and Investigators",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",10.32
13-1041.04,"Government Property Inspectors and Investigators",3.A.1,"Related Work Experience",11,"Over 10 years",1.38
13-1041.06,Coroners,3.A.1,"Related Work Experience",1,None,20
13-1041.06,Coroners,3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",5
13-1041.06,Coroners,3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",15
13-1041.06,Coroners,3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",40
13-1041.06,Coroners,3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",15
13-1041.06,Coroners,3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",5
13-1041.07,"Regulatory Affairs Specialists",3.A.1,"Related Work Experience",1,None,5
13-1041.07,"Regulatory Affairs Specialists",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",5
13-1041.07,"Regulatory Affairs Specialists",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",25
13-1041.07,"Regulatory Affairs Specialists",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",55
13-1041.07,"Regulatory Affairs Specialists",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",10
13-1041.08,"Customs Brokers",3.A.1,"Related Work Experience",1,None,20
13-1041.08,"Customs Brokers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",5
13-1041.08,"Customs Brokers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",30
13-1041.08,"Customs Brokers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",35
13-1041.08,"Customs Brokers",3.A.1,"Related Work Experience",11,"Over 10 years",10
13-1051.00,"Cost Estimators",3.A.1,"Related Work Experience",1,None,18.18
13-1051.00,"Cost Estimators",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",9.09
13-1051.00,"Cost Estimators",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",22.73
13-1051.00,"Cost Estimators",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",9.09
13-1051.00,"Cost Estimators",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",13.64
13-1051.00,"Cost Estimators",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",4.55
13-1051.00,"Cost Estimators",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",4.55
13-1051.00,"Cost Estimators",3.A.1,"Related Work Experience",11,"Over 10 years",18.18
13-1071.00,"Human Resources Specialists",3.A.1,"Related Work Experience",1,None,1.62
13-1071.00,"Human Resources Specialists",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",2.68
13-1071.00,"Human Resources Specialists",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",1.96
13-1071.00,"Human Resources Specialists",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",30.02
13-1071.00,"Human Resources Specialists",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",7.77
13-1071.00,"Human Resources Specialists",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",50.88
13-1071.00,"Human Resources Specialists",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",4.6
13-1071.00,"Human Resources Specialists",3.A.1,"Related Work Experience",11,"Over 10 years",0.49
13-1074.00,"Farm Labor Contractors",3.A.1,"Related Work Experience",1,None,18.06
13-1074.00,"Farm Labor Contractors",3.A.1,"Related Work Experience",3,"Over 1 month, up to and including 3 months",1.38
13-1074.00,"Farm Labor Contractors",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",3.83
13-1074.00,"Farm Labor Contractors",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",24.37
13-1074.00,"Farm Labor Contractors",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",33.54
13-1074.00,"Farm Labor Contractors",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",18.68
13-1074.00,"Farm Labor Contractors",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",0.14
13-1075.00,"Labor Relations Specialists",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",5
13-1075.00,"Labor Relations Specialists",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",10
13-1075.00,"Labor Relations Specialists",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",35
13-1075.00,"Labor Relations Specialists",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",15
13-1075.00,"Labor Relations Specialists",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",5
13-1075.00,"Labor Relations Specialists",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",10
13-1075.00,"Labor Relations Specialists",3.A.1,"Related Work Experience",11,"Over 10 years",20
13-1081.00,Logisticians,3.A.1,"Related Work Experience",1,None,8.33
13-1081.00,Logisticians,3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",20.83
13-1081.00,Logisticians,3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",25
13-1081.00,Logisticians,3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",33.33
13-1081.00,Logisticians,3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",8.33
13-1081.00,Logisticians,3.A.1,"Related Work Experience",11,"Over 10 years",4.17
13-1081.01,"Logistics Engineers",3.A.1,"Related Work Experience",2,"Up to and including 1 month",5
13-1081.01,"Logistics Engineers",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",5
13-1081.01,"Logistics Engineers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",20
13-1081.01,"Logistics Engineers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",20
13-1081.01,"Logistics Engineers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",20
13-1081.01,"Logistics Engineers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",10
13-1081.01,"Logistics Engineers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",15
13-1081.01,"Logistics Engineers",3.A.1,"Related Work Experience",11,"Over 10 years",5
13-1081.02,"Logistics Analysts",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",4.76
13-1081.02,"Logistics Analysts",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",9.52
13-1081.02,"Logistics Analysts",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",28.57
13-1081.02,"Logistics Analysts",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",38.1
13-1081.02,"Logistics Analysts",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",9.52
13-1081.02,"Logistics Analysts",3.A.1,"Related Work Experience",11,"Over 10 years",9.52
13-1111.00,"Management Analysts",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",11.54
13-1111.00,"Management Analysts",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",23.08
13-1111.00,"Management Analysts",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",42.31
13-1111.00,"Management Analysts",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",7.69
13-1111.00,"Management Analysts",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",3.85
13-1111.00,"Management Analysts",3.A.1,"Related Work Experience",11,"Over 10 years",11.54
13-1121.00,"Meeting, Convention, and Event Planners",3.A.1,"Related Work Experience",1,None,1.22
13-1121.00,"Meeting, Convention, and Event Planners",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",4.57
13-1121.00,"Meeting, Convention, and Event Planners",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",51.71
13-1121.00,"Meeting, Convention, and Event Planners",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",13.86
13-1121.00,"Meeting, Convention, and Event Planners",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",16.49
13-1121.00,"Meeting, Convention, and Event Planners",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",5.43
13-1121.00,"Meeting, Convention, and Event Planners",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",4.57
13-1121.00,"Meeting, Convention, and Event Planners",3.A.1,"Related Work Experience",11,"Over 10 years",2.15
13-1131.00,Fundraisers,3.A.1,"Related Work Experience",2,"Up to and including 1 month",4.76
13-1131.00,Fundraisers,3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",9.52
13-1131.00,Fundraisers,3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",42.86
13-1131.00,Fundraisers,3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",23.81
13-1131.00,Fundraisers,3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",9.52
13-1131.00,Fundraisers,3.A.1,"Related Work Experience",11,"Over 10 years",9.52
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",4.17
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",33.33
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",37.5
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",20.83
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3.A.1,"Related Work Experience",11,"Over 10 years",4.17
13-1151.00,"Training and Development Specialists",3.A.1,"Related Work Experience",1,None,2.86
13-1151.00,"Training and Development Specialists",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",2.86
13-1151.00,"Training and Development Specialists",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",2.86
13-1151.00,"Training and Development Specialists",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",5.71
13-1151.00,"Training and Development Specialists",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",37.14
13-1151.00,"Training and Development Specialists",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",37.14
13-1151.00,"Training and Development Specialists",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",5.71
13-1151.00,"Training and Development Specialists",3.A.1,"Related Work Experience",11,"Over 10 years",5.71
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.1,"Related Work Experience",1,None,8.7
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",4.35
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",8.7
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",17.39
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",26.09
13-1161.00,"Market Research Analysts and Marketing Specialists",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",34.78
13-1161.01,"Search Marketing Strategists",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",17.39
13-1161.01,"Search Marketing Strategists",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",39.13
13-1161.01,"Search Marketing Strategists",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",21.74
13-1161.01,"Search Marketing Strategists",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",21.74
13-1199.04,"Business Continuity Planners",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",18.18
13-1199.04,"Business Continuity Planners",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",22.73
13-1199.04,"Business Continuity Planners",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",36.36
13-1199.04,"Business Continuity Planners",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",18.18
13-1199.04,"Business Continuity Planners",3.A.1,"Related Work Experience",11,"Over 10 years",4.55
13-1199.05,"Sustainability Specialists",3.A.1,"Related Work Experience",1,None,4.35
13-1199.05,"Sustainability Specialists",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",4.35
13-1199.05,"Sustainability Specialists",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",4.35
13-1199.05,"Sustainability Specialists",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",52.17
13-1199.05,"Sustainability Specialists",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",17.39
13-1199.05,"Sustainability Specialists",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",4.35
13-1199.05,"Sustainability Specialists",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",4.35
13-1199.05,"Sustainability Specialists",3.A.1,"Related Work Experience",11,"Over 10 years",8.7
13-1199.06,"Online Merchants",3.A.1,"Related Work Experience",1,None,16.67
13-1199.06,"Online Merchants",3.A.1,"Related Work Experience",2,"Up to and including 1 month",2.68
13-1199.06,"Online Merchants",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",7
13-1199.06,"Online Merchants",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",11.45
13-1199.06,"Online Merchants",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",16.85
13-1199.06,"Online Merchants",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",26.1
13-1199.06,"Online Merchants",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",8.24
13-1199.06,"Online Merchants",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",5.51
13-1199.06,"Online Merchants",3.A.1,"Related Work Experience",11,"Over 10 years",5.49
13-2031.00,"Budget Analysts",3.A.1,"Related Work Experience",1,None,2.2
13-2031.00,"Budget Analysts",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",2.34
13-2031.00,"Budget Analysts",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",8.12
